Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,19611,-,-,India,19.15,72.95,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2014,4,21,4,30,0,0,0,0,0,0,24,27.502799542935065,1005.4320678710938,84.301960403887,114.83928014014732,2.3730464519576895,0.0,52.966312408447266,2.243854284286499,0
2014,4,21,5,30,0,0,0,0,0,0,24,27.342814943930534,1005.9401245117188,82.56436597155542,101.52705984745458,2.404652581531998,0.0,71.68085479736328,2.5122897624969482,0
2014,4,21,6,30,5,0,5,9,8,9,23,28.02544312877626,1006.68359375,75.2218795124329,87.78710114549341,2.4745713620544754,0.0,87.26123809814453,2.7371647357940674,0
2014,4,21,7,30,125,181,176,114,275,191,21,30.470272815702515,1007.186767578125,58.78731127247906,73.80628797502149,2.5502695664089643,0.0,99.00511169433594,2.705998420715332,0
2014,4,21,8,30,180,480,422,180,480,422,18,35.216421942222325,1007.7734985351562,36.855888105695115,59.68701098789918,2.6000397838022824,0.0,105.31085968017578,2.4476683139801025,0
2014,4,21,9,30,219,601,640,219,601,640,13,39.21782924490458,1007.984130859375,21.85559844665696,45.51598814211518,2.6632100745856353,0.0,107.98858642578125,2.3720805644989014,0
2014,4,21,10,30,243,671,816,243,671,816,10,41.96813637435764,1007.839599609375,15.586926615053143,31.40629468490763,2.706035135350209,0.0,113.5700912475586,2.0597989559173584,0
2014,4,21,11,30,256,709,932,256,709,932,8,42.96654547623757,1007.3331909179688,13.26534505232863,17.698681619374867,2.748740585278074,0.0,133.08860778808594,1.2621088027954102,0
2014,4,21,12,30,261,722,977,261,722,977,8,42.888932467214545,1006.2891235351562,13.120351052415424,7.482072557730049,2.8167511390751585,0.0,209.2796630859375,0.8936588168144226,0
2014,4,21,13,30,257,712,946,257,712,946,10,41.59331125962092,1005.9602661132812,15.310729784820959,14.690275440722544,2.9220808269598777,0.0,256.2647705078125,1.988965630531311,0
2014,4,21,14,30,311,595,836,245,677,843,12,40.417494036545406,1005.3998413085938,19.38197166614453,28.13927358229514,3.0731241667629305,0.0,271.75091552734375,3.4913601875305176,0
2014,4,21,15,30,224,613,678,224,613,678,15,38.79873875558309,1005.3670654296875,26.028439253989728,42.19996027181616,3.2276531304485214,0.0,279.4273986816406,4.838975429534912,0
